date,location,city,state,lat,lng
2012-10-05,"St. Petersburg, Florida",St. Petersburg,Florida,27.7700475,-82.6359078
2012-10-05,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444
2012-10-05,"Abingdon, Virginia",Abingdon,Virginia,36.7104018,-81.975249
2012-10-06,"Apopka, Florida",Apopka,Florida,28.678013,-81.511398
2012-10-07,"Port St. Lucie, Florida",Port St. Lucie,Florida,27.2939333,-80.3503283
2012-10-08,"Fairfield, Virginia",Fairfield,Virginia,37.8792991,-79.2894784
2012-10-08,"Lexington, Virginia",Lexington,Virginia,37.7840208,-79.4428157
2012-10-08,"Newport News, Virginia",Newport News,Virginia,37.0914429,-76.5213892
2012-10-09,"Van Meter, Iowa",Van Meter,Iowa,41.5332166,-93.9548406
2012-10-09,"Cuyahoga Falls, Ohio",Cuyahoga Falls,Ohio,41.1362729,-81.4828123
2012-10-01,"Delaware, Ohio",Delaware,Ohio,40.2317686,-82.9651045
2012-10-01,"Mount Vernon, Ohio",Mount Vernon,Ohio,40.3933956,-82.4857181
2012-10-01,"Sidney, Ohio",Sidney,Ohio,40.284241,-84.1555267
2012-10-11,"Asheville, North Carolina",Asheville,North Carolina,35.595363,-82.5508407
2012-10-12,"Gahanna, Ohio",Gahanna,Ohio,40.0195625,-82.8791363
2012-10-12,"Lancaster, Ohio",Lancaster,Ohio,39.7136754,-82.5993294
2012-10-12,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428
2012-10-13,"Lebanon, Ohio",Lebanon,Ohio,39.4353373,-84.2029922
2012-10-13,"Portsmouth, Ohio",Portsmouth,Ohio,38.7345374,-82.9962742
2012-10-17,"Chesapeake, Virginia",Chesapeake,Virginia,36.7168315,-76.2494453
2012-10-17,"Leesburg, Virginia",Leesburg,Virginia,39.1154506,-77.5645607
2012-10-19,"Daytona Beach, Florida",Daytona Beach,Florida,29.2108147,-81.0228331
2012-10-21,"Delray Beach, Florida",Delray Beach,Florida,26.4614625,-80.0728201
2012-10-23,"Morrison, Colorado",Morrison,Colorado,39.6535988,-105.191099
2012-10-23,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194
2012-10-24,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053
2012-10-24,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581
2012-10-25,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602
2012-10-25,"Defiance, Ohio",Defiance,Ohio,41.3203058,-84.5084835
2012-10-25,"Worthington, Ohio",Worthington,Ohio,40.0930945,-83.0179593
2012-10-26,"Ames, Iowa",Ames,Iowa,42.0267567,-93.6170448
2012-10-26,"North Canton, Ohio",North Canton,Ohio,40.875891,-81.4023356
2012-10-27,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838
2012-10-27,"Land O'Lakes, Florida",Land O'Lakes,Florida,28.2144905,-82.44559288497652
2012-10-27,"Pensacola, Florida",Pensacola,Florida,30.421309,-87.2169149
2012-10-28,"Celina, Ohio",Celina,Ohio,40.5489358,-84.5702338
2012-10-28,"Findlay, Ohio",Findlay,Ohio,41.0413873,-83.6503982
2012-10-28,"Marion, Ohio",Marion,Ohio,40.5885271,-83.1895249
2012-10-29,"Davenport, Iowa",Davenport,Iowa,41.5235808,-90.5770967
2012-10-29,"Avon Lake, Ohio",Avon Lake,Ohio,41.510033,-82.0185895
2012-10-03,"Kettering, Ohio",Kettering,Ohio,39.6895036,-84.1688274
2012-10-31,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107
2012-10-31,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651
2012-10-31,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444
2012-11-01,"Doswell, Virginia",Doswell,Virginia,37.8601402,-77.4641492
2012-11-01,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428
2012-11-01,"Roanoke, Virginia",Roanoke,Virginia,37.270973,-79.9414313
2012-11-01,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751
2012-11-02,"Etna, Ohio",Etna,Ohio,39.957562,-82.6819548
2012-11-02,"West Chester Township, Ohio",West Chester Township,Ohio,39.3357398,-84.41557411264533
2012-11-02,"West Allis, Wisconsin",West Allis,Wisconsin,43.0166806,-88.0070315
2012-11-03,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348
2012-11-03,"Englewood, Colorado",Englewood,Colorado,39.6482059,-104.9879641
2012-11-03,"Dubuque, Iowa",Dubuque,Iowa,42.5006243,-90.6647985
2012-11-03,"Newington, New Hampshire",Newington,New Hampshire,43.100482,-70.834351
2012-11-04,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494
2012-11-04,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772
2012-11-04,"Yardley, Pennsylvania",Yardley,Pennsylvania,40.245664,-74.8459972
2012-11-04,"Newport News, Virginia",Newport News,Virginia,37.0914429,-76.5213892
2012-11-05,"Sanford, Florida",Sanford,Florida,28.8117345,-81.2680223
2012-11-05,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891
2012-11-05,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2012-11-05,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849
2012-11-05,"Lynchburg, Virginia",Lynchburg,Virginia,37.4137536,-79.1422464
2012-11-06,"Richmond Heights, Ohio",Richmond Heights,Ohio,41.552829,-81.510121
2012-11-06,"Green Tree, Pennsylvania",Green Tree,Pennsylvania,40.4162501,-80.0541911
